,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
6670,2018-09-04,1856,22,22.2,58,1.5,2000,13.5,0.0,0.0,0.0,Autumn,0,1
6671,2018-09-04,1233,23,21.7,60,0.5,2000,13.5,0.0,0.0,0.0,Autumn,0,1
6672,2018-09-05,983,0,21.1,64,1.5,2000,14.0,0.0,0.0,0.0,Autumn,0,1
6673,2018-09-05,748,1,20.9,66,1.1,2000,14.3,0.0,0.0,0.0,Autumn,0,1
6674,2018-09-05,493,2,20.6,72,0.9,2000,15.3,0.0,0.0,0.0,Autumn,0,1
6675,2018-09-05,376,3,20.2,77,0.4,2000,16.0,0.0,0.0,0.0,Autumn,0,1
6676,2018-09-05,220,4,19.9,81,0.2,2000,16.5,0.0,0.0,0.0,Autumn,0,1
6677,2018-09-05,249,5,19.7,82,0.5,2000,16.5,0.0,0.0,0.0,Autumn,0,1
6678,2018-09-05,676,6,19.8,82,0.5,2000,16.6,0.0,0.0,0.0,Autumn,0,1
6679,2018-09-05,1487,7,19.8,79,0.9,2000,16.0,0.13,0.0,0.0,Autumn,0,1
6680,2018-09-05,2312,8,21.2,69,1.9,2000,15.2,0.74,0.0,0.0,Autumn,0,1
6681,2018-09-05,1195,9,23.4,59,3.0,1974,14.9,1.46,0.0,0.0,Autumn,0,1
6682,2018-09-05,847,10,25.4,49,3.9,1996,13.9,2.13,0.0,0.0,Autumn,0,1
6683,2018-09-05,937,11,26.4,47,2.9,2000,14.1,2.38,0.0,0.0,Autumn,0,1
6684,2018-09-05,1072,12,27.1,44,5.0,2000,13.7,2.8,0.0,0.0,Autumn,0,1
6685,2018-09-05,1039,13,27.3,46,4.8,1983,14.6,2.92,0.0,0.0,Autumn,0,1
6686,2018-09-05,989,14,27.9,42,5.0,1914,13.7,2.79,0.0,0.0,Autumn,0,1
6687,2018-09-05,1131,15,28.1,43,5.1,1929,14.3,2.65,0.0,0.0,Autumn,0,1
6688,2018-09-05,1446,16,28.2,37,4.0,1987,12.1,2.03,0.0,0.0,Autumn,0,1
6689,2018-09-05,2068,17,27.7,40,5.0,2000,12.8,1.51,0.0,0.0,Autumn,0,1
6690,2018-09-05,3160,18,27.0,45,2.4,2000,14.0,0.77,0.0,0.0,Autumn,0,1
6691,2018-09-05,2468,19,25.4,55,3.2,2000,15.6,0.15,0.0,0.0,Autumn,0,1
6692,2018-09-05,2177,20,24.5,64,2.0,2000,17.2,0.0,0.0,0.0,Autumn,0,1
6693,2018-09-05,2024,21,23.9,75,2.3,1975,19.1,0.0,0.0,0.0,Autumn,0,1
6694,2018-09-05,1798,22,23.6,82,1.8,1673,20.3,0.0,0.0,0.0,Autumn,0,1
6695,2018-09-05,1219,23,23.0,83,1.8,1469,19.9,0.0,0.0,0.0,Autumn,0,1
6696,2018-09-06,963,0,22.5,83,0.5,1593,19.4,0.0,0.0,0.0,Autumn,0,1
6697,2018-09-06,743,1,21.9,85,0.2,1410,19.2,0.0,0.0,0.0,Autumn,0,1
6698,2018-09-06,531,2,21.6,86,0.2,1353,19.1,0.0,0.0,0.0,Autumn,0,1
6699,2018-09-06,320,3,21.5,85,0.1,1282,18.8,0.0,0.0,0.0,Autumn,0,1
6700,2018-09-06,215,4,21.6,87,0.4,951,19.3,0.0,0.0,0.0,Autumn,0,1
6701,2018-09-06,247,5,21.7,87,0.6,846,19.4,0.0,0.0,0.0,Autumn,0,1
6702,2018-09-06,680,6,21.4,84,0.8,1506,18.5,0.0,0.0,0.0,Autumn,0,1
6703,2018-09-06,1438,7,20.9,83,0.4,1388,17.8,0.09,0.0,0.0,Autumn,0,1
6704,2018-09-06,2270,8,21.8,77,0.9,1419,17.5,0.43,0.0,0.0,Autumn,0,1
6705,2018-09-06,1186,9,23.5,72,0.5,1485,18.1,0.95,0.0,0.0,Autumn,0,1
6706,2018-09-06,835,10,24.6,70,1.2,1454,18.7,0.96,0.0,0.0,Autumn,0,1
6707,2018-09-06,941,11,25.9,63,2.5,1693,18.3,1.32,0.0,0.0,Autumn,0,1
6708,2018-09-06,1041,12,26.9,60,2.3,1592,18.4,1.67,0.0,0.0,Autumn,0,1
6709,2018-09-06,1049,13,28.0,52,2.3,1642,17.2,1.85,0.0,0.0,Autumn,0,1
6710,2018-09-06,1032,14,27.9,47,3.2,1869,15.5,1.65,0.0,0.0,Autumn,0,1
6711,2018-09-06,1089,15,27.8,48,3.0,1880,15.7,0.93,0.0,0.0,Autumn,0,1
6712,2018-09-06,1292,16,26.9,55,3.9,1909,17.0,0.54,0.0,0.0,Autumn,0,1
6713,2018-09-06,1525,17,26.6,63,3.0,2000,18.9,0.43,0.0,0.0,Autumn,0,1
6714,2018-09-06,2497,18,25.8,58,2.9,2000,16.9,0.16,0.0,0.0,Autumn,0,1
6715,2018-09-06,1990,19,25.3,71,3.3,2000,19.6,0.05,0.0,0.0,Autumn,0,1
6716,2018-09-06,1900,20,25.1,71,3.6,2000,19.4,0.0,0.0,0.0,Autumn,0,1
6717,2018-09-06,1851,21,24.6,70,2.5,2000,18.7,0.0,0.0,0.0,Autumn,0,1
6718,2018-09-06,1641,22,24.3,71,2.5,1992,18.6,0.0,0.0,0.0,Autumn,0,1
6719,2018-09-06,562,23,23.9,71,4.7,1982,18.3,0.0,0.0,0.0,Autumn,0,1
6720,2018-09-07,556,0,21.3,82,3.5,1933,18.0,0.0,1.0,0.0,Autumn,0,1
6721,2018-09-07,345,1,21.6,77,2.6,1777,17.3,0.0,0.0,0.0,Autumn,0,1
6722,2018-09-07,259,2,21.3,76,2.2,1559,16.8,0.0,0.5,0.0,Autumn,0,1
6723,2018-09-07,259,3,21.1,75,1.8,1551,16.4,0.0,0.0,0.0,Autumn,0,1
6724,2018-09-07,185,4,20.8,66,1.5,1719,14.2,0.0,0.0,0.0,Autumn,0,1
6725,2018-09-07,247,5,20.5,67,1.2,1649,14.1,0.0,0.0,0.0,Autumn,0,1
6726,2018-09-07,624,6,20.2,70,1.6,1690,14.5,0.0,0.0,0.0,Autumn,0,1
6727,2018-09-07,1346,7,20.3,74,1.8,1372,15.5,0.07,0.0,0.0,Autumn,0,1
6728,2018-09-07,2260,8,20.5,78,2.5,1250,16.5,0.32,0.0,0.0,Autumn,0,1
6729,2018-09-07,1194,9,21.3,63,2.7,1969,13.9,1.15,0.0,0.0,Autumn,0,1
6730,2018-09-07,896,10,22.6,58,1.8,1962,13.9,2.02,0.0,0.0,Autumn,0,1
6731,2018-09-07,988,11,23.8,51,3.5,1970,13.0,2.62,0.0,0.0,Autumn,0,1
6732,2018-09-07,1213,12,24.2,50,3.8,2000,13.1,2.85,0.0,0.0,Autumn,0,1
6733,2018-09-07,1119,13,24.3,50,2.9,2000,13.2,2.37,0.0,0.0,Autumn,0,1
6734,2018-09-07,1187,14,25.2,43,3.2,1981,11.7,2.59,0.0,0.0,Autumn,0,1
6735,2018-09-07,1391,15,24.7,44,4.2,2000,11.6,1.92,0.0,0.0,Autumn,0,1
6736,2018-09-07,1577,16,25.2,39,2.8,1987,10.2,1.65,0.0,0.0,Autumn,0,1
6737,2018-09-07,2183,17,24.5,37,3.2,2000,8.8,1.04,0.0,0.0,Autumn,0,1
6738,2018-09-07,3154,18,24.4,34,2.4,2000,7.5,0.84,0.0,0.0,Autumn,0,1
6739,2018-09-07,2365,19,22.6,39,2.8,2000,7.9,0.14,0.0,0.0,Autumn,0,1
6740,2018-09-07,1959,20,21.6,43,1.4,2000,8.4,0.0,0.0,0.0,Autumn,0,1
6741,2018-09-07,1915,21,20.6,48,2.1,2000,9.1,0.0,0.0,0.0,Autumn,0,1
6742,2018-09-07,1796,22,19.8,51,1.2,2000,9.3,0.0,0.0,0.0,Autumn,0,1
6743,2018-09-07,1363,23,19.4,50,2.8,2000,8.6,0.0,0.0,0.0,Autumn,0,1
6744,2018-09-08,1107,0,19.2,53,3.7,2000,9.3,0.0,0.0,0.0,Autumn,0,1
6745,2018-09-08,1001,1,18.9,55,2.3,2000,9.6,0.0,0.0,0.0,Autumn,0,1
6746,2018-09-08,692,2,18.5,57,2.3,2000,9.8,0.0,0.0,0.0,Autumn,0,1
6747,2018-09-08,504,3,17.8,60,0.2,2000,9.9,0.0,0.0,0.0,Autumn,0,1
6748,2018-09-08,285,4,17.2,66,0.6,2000,10.7,0.0,0.0,0.0,Autumn,0,1
6749,2018-09-08,227,5,16.7,70,0.8,2000,11.1,0.0,0.0,0.0,Autumn,0,1
6750,2018-09-08,322,6,16.2,70,0.3,2000,10.7,0.0,0.0,0.0,Autumn,0,1
6751,2018-09-08,511,7,16.0,70,1.1,2000,10.5,0.11,0.0,0.0,Autumn,0,1
6752,2018-09-08,827,8,17.1,57,1.0,1979,8.5,0.76,0.0,0.0,Autumn,0,1
6753,2018-09-08,956,9,19.9,51,0.6,1906,9.4,1.46,0.0,0.0,Autumn,0,1
6754,2018-09-08,1096,10,22.2,43,0.9,1891,9.0,2.09,0.0,0.0,Autumn,0,1
6755,2018-09-08,1179,11,24.2,41,1.5,1818,10.1,2.62,0.0,0.0,Autumn,0,1
6756,2018-09-08,1273,12,25.2,36,2.4,1995,9.0,2.93,0.0,0.0,Autumn,0,1
6757,2018-09-08,1505,13,26.1,32,3.0,1985,8.1,3.06,0.0,0.0,Autumn,0,1
6758,2018-09-08,1554,14,26.8,31,2.8,2000,8.2,2.96,0.0,0.0,Autumn,0,1
6759,2018-09-08,1792,15,26.9,33,2.9,1997,9.2,2.65,0.0,0.0,Autumn,0,1
6760,2018-09-08,1943,16,27.7,32,1.4,2000,9.4,2.05,0.0,0.0,Autumn,0,1
6761,2018-09-08,2167,17,27.2,35,1.7,2000,10.3,1.32,0.0,0.0,Autumn,0,1
6762,2018-09-08,2255,18,25.7,38,1.5,2000,10.3,0.64,0.0,0.0,Autumn,0,1
6763,2018-09-08,1978,19,24.0,41,1.9,2000,9.9,0.1,0.0,0.0,Autumn,0,1
6764,2018-09-08,1944,20,22.8,45,2.0,2000,10.2,0.0,0.0,0.0,Autumn,0,1
6765,2018-09-08,1878,21,22.1,49,1.7,2000,10.8,0.0,0.0,0.0,Autumn,0,1
6766,2018-09-08,1675,22,21.5,51,2.0,2000,10.9,0.0,0.0,0.0,Autumn,0,1
6767,2018-09-08,1142,23,20.7,52,1.4,2000,10.4,0.0,0.0,0.0,Autumn,0,1
6768,2018-09-09,1185,0,19.6,53,1.5,2000,9.7,0.0,0.0,0.0,Autumn,0,1
6769,2018-09-09,835,1,18.8,54,0.1,2000,9.2,0.0,0.0,0.0,Autumn,0,1
6770,2018-09-09,589,2,18.1,57,0.3,2000,9.4,0.0,0.0,0.0,Autumn,0,1
6771,2018-09-09,395,3,17.4,57,0.6,2000,8.7,0.0,0.0,0.0,Autumn,0,1
6772,2018-09-09,264,4,17.0,59,0.0,2000,8.9,0.0,0.0,0.0,Autumn,0,1
6773,2018-09-09,165,5,16.3,66,0.5,2000,9.9,0.0,0.0,0.0,Autumn,0,1
6774,2018-09-09,255,6,15.8,69,0.9,2000,10.1,0.0,0.0,0.0,Autumn,0,1
6775,2018-09-09,366,7,15.7,68,0.9,2000,9.8,0.05,0.0,0.0,Autumn,0,1
6776,2018-09-09,644,8,17.4,56,0.8,2000,8.5,0.49,0.0,0.0,Autumn,0,1
6777,2018-09-09,803,9,20.4,51,1.8,2000,9.9,1.43,0.0,0.0,Autumn,0,1
6778,2018-09-09,928,10,22.9,45,1.5,2000,10.3,2.1,0.0,0.0,Autumn,0,1
6779,2018-09-09,1051,11,24.4,41,1.3,1982,10.2,2.61,0.0,0.0,Autumn,0,1
6780,2018-09-09,1220,12,25.9,39,1.2,1950,10.8,2.89,0.0,0.0,Autumn,0,1
6781,2018-09-09,1432,13,27.2,32,1.7,2000,9.0,3.12,0.0,0.0,Autumn,0,1
6782,2018-09-09,1662,14,28.2,29,2.0,2000,8.4,3.09,0.0,0.0,Autumn,0,1
6783,2018-09-09,1877,15,28.9,27,1.8,2000,8.0,2.9,0.0,0.0,Autumn,0,1
6784,2018-09-09,2099,16,27.1,35,0.9,2000,10.3,1.27,0.0,0.0,Autumn,0,1
6785,2018-09-09,2201,17,27.7,33,1.1,2000,9.9,1.21,0.0,0.0,Autumn,0,1
6786,2018-09-09,2368,18,26.0,35,0.3,2000,9.3,0.2,0.0,0.0,Autumn,0,1
6787,2018-09-09,2033,19,24.1,56,2.5,2000,14.7,0.04,0.0,0.0,Autumn,0,1
6788,2018-09-09,1930,20,22.9,58,2.6,2000,14.1,0.0,0.0,0.0,Autumn,0,1
6789,2018-09-09,1820,21,22.2,57,1.2,2000,13.2,0.0,0.0,0.0,Autumn,0,1
6790,2018-09-09,1291,22,21.8,54,1.6,2000,12.0,0.0,0.0,0.0,Autumn,0,1
6791,2018-09-09,941,23,21.2,56,2.5,2000,12.0,0.0,0.0,0.0,Autumn,0,1
6792,2018-09-10,792,0,20.7,57,1.8,2000,11.8,0.0,0.0,0.0,Autumn,0,1
6793,2018-09-10,487,1,20.5,58,1.7,2000,11.9,0.0,0.0,0.0,Autumn,0,1
6794,2018-09-10,332,2,20.0,59,1.5,2000,11.7,0.0,0.0,0.0,Autumn,0,1
6795,2018-09-10,176,3,19.7,60,1.9,2000,11.7,0.0,0.0,0.0,Autumn,0,1
6796,2018-09-10,188,4,19.4,61,1.6,2000,11.6,0.0,0.0,0.0,Autumn,0,1
6797,2018-09-10,226,5,19.1,62,1.6,2000,11.6,0.0,0.0,0.0,Autumn,0,1
6798,2018-09-10,691,6,18.7,64,0.9,2000,11.7,0.0,0.0,0.0,Autumn,0,1
6799,2018-09-10,1463,7,18.9,63,1.8,2000,11.6,0.09,0.0,0.0,Autumn,0,1
6800,2018-09-10,2278,8,20.1,57,1.6,2000,11.3,0.73,0.0,0.0,Autumn,0,1
6801,2018-09-10,1125,9,22.3,52,1.9,2000,11.9,1.43,0.0,0.0,Autumn,0,1
6802,2018-09-10,862,10,24.0,47,1.6,1996,11.9,2.08,0.0,0.0,Autumn,0,1
6803,2018-09-10,934,11,25.3,44,1.2,1948,12.1,2.59,0.0,0.0,Autumn,0,1
6804,2018-09-10,1095,12,26.7,40,1.4,2000,11.9,2.92,0.0,0.0,Autumn,0,1
6805,2018-09-10,1057,13,27.1,38,1.7,2000,11.5,2.56,0.0,0.0,Autumn,0,1
6806,2018-09-10,1064,14,27.8,37,1.4,1983,11.7,2.67,0.0,0.0,Autumn,0,1
6807,2018-09-10,1249,15,27.6,38,1.4,2000,11.9,2.09,0.0,0.0,Autumn,0,1
6808,2018-09-10,1467,16,27.5,39,1.5,2000,12.3,1.46,0.0,0.0,Autumn,0,1
6809,2018-09-10,2147,17,26.6,40,1.4,2000,11.8,0.69,0.0,0.0,Autumn,0,1
6810,2018-09-10,3298,18,25.9,42,1.1,2000,11.9,0.48,0.0,0.0,Autumn,0,1
6811,2018-09-10,2518,19,24.4,47,2.0,2000,12.3,0.05,0.0,0.0,Autumn,0,1
6812,2018-09-10,2240,20,23.4,48,1.8,2000,11.7,0.0,0.0,0.0,Autumn,0,1
6813,2018-09-10,2090,21,22.5,48,1.4,2000,10.9,0.0,0.0,0.0,Autumn,0,1
6814,2018-09-10,1779,22,21.7,50,1.6,2000,10.8,0.0,0.0,0.0,Autumn,0,1
6815,2018-09-10,1223,23,20.8,51,1.7,2000,10.2,0.0,0.0,0.0,Autumn,0,1
6816,2018-09-11,910,0,20.1,52,1.5,2000,9.9,0.0,0.0,0.0,Autumn,0,1
6817,2018-09-11,662,1,19.5,52,1.3,2000,9.3,0.0,0.0,0.0,Autumn,0,1
6818,2018-09-11,435,2,18.9,52,1.1,2000,8.8,0.0,0.0,0.0,Autumn,0,1
6819,2018-09-11,261,3,18.2,52,1.5,2000,8.1,0.0,0.0,0.0,Autumn,0,1
6820,2018-09-11,193,4,17.7,52,1.5,2000,7.7,0.0,0.0,0.0,Autumn,0,1
6821,2018-09-11,258,5,17.2,54,1.3,2000,7.7,0.0,0.0,0.0,Autumn,0,1
6822,2018-09-11,678,6,17.0,55,1.2,2000,7.8,0.0,0.0,0.0,Autumn,0,1
6823,2018-09-11,1556,7,16.9,55,1.4,2000,7.7,0.07,0.0,0.0,Autumn,0,1
6824,2018-09-11,2369,8,17.8,53,1.4,2000,8.0,0.51,0.0,0.0,Autumn,0,1
6825,2018-09-11,1234,9,19.8,49,1.9,2000,8.7,1.24,0.0,0.0,Autumn,0,1
6826,2018-09-11,922,10,21.9,43,1.1,2000,8.7,1.89,0.0,0.0,Autumn,0,1
6827,2018-09-11,1012,11,23.7,40,2.0,2000,9.2,2.6,0.0,0.0,Autumn,0,1
6828,2018-09-11,1192,12,24.5,40,1.3,1973,10.0,2.64,0.0,0.0,Autumn,0,1
6829,2018-09-11,1102,13,25.7,40,2.2,1997,11.0,2.98,0.0,0.0,Autumn,0,1
6830,2018-09-11,1115,14,25.8,37,1.5,1995,9.9,2.22,0.0,0.0,Autumn,0,1
6831,2018-09-11,1222,15,26.0,40,1.9,2000,11.3,1.53,0.0,0.0,Autumn,0,1
6832,2018-09-11,1527,16,25.5,44,1.4,2000,12.3,1.0,0.0,0.0,Autumn,0,1
6833,2018-09-11,2171,17,25.4,44,1.2,2000,12.2,0.84,0.0,0.0,Autumn,0,1
6834,2018-09-11,3222,18,24.7,45,0.7,2000,11.9,0.3,0.0,0.0,Autumn,0,1
6835,2018-09-11,2455,19,23.7,49,1.8,2000,12.3,0.03,0.0,0.0,Autumn,0,1
6836,2018-09-11,2072,20,22.9,48,1.2,2000,11.2,0.0,0.0,0.0,Autumn,0,1
6837,2018-09-11,2018,21,22.2,50,1.3,2000,11.2,0.0,0.0,0.0,Autumn,0,1
6838,2018-09-11,1868,22,21.6,52,1.9,2000,11.3,0.0,0.0,0.0,Autumn,0,1
6839,2018-09-11,1240,23,20.9,53,1.8,2000,10.9,0.0,0.0,0.0,Autumn,0,1
6840,2018-09-12,949,0,20.2,54,1.2,2000,10.5,0.0,0.0,0.0,Autumn,0,1
6841,2018-09-12,691,1,19.6,56,1.2,2000,10.5,0.0,0.0,0.0,Autumn,0,1
6842,2018-09-12,462,2,19.0,56,0.9,2000,10.0,0.0,0.0,0.0,Autumn,0,1
6843,2018-09-12,297,3,18.4,57,1.3,2000,9.7,0.0,0.0,0.0,Autumn,0,1
6844,2018-09-12,215,4,18.0,59,1.5,2000,9.8,0.0,0.0,0.0,Autumn,0,1
6845,2018-09-12,241,5,17.5,60,1.6,2000,9.6,0.0,0.0,0.0,Autumn,0,1
6846,2018-09-12,656,6,17.0,63,1.3,2000,9.8,0.0,0.0,0.0,Autumn,0,1
6847,2018-09-12,1551,7,16.8,61,1.3,2000,9.2,0.06,0.0,0.0,Autumn,0,1
6848,2018-09-12,2391,8,18.2,56,1.5,1994,9.2,0.62,0.0,0.0,Autumn,0,1
6849,2018-09-12,1234,9,20.8,48,1.1,2000,9.3,1.38,0.0,0.0,Autumn,0,1
6850,2018-09-12,923,10,22.7,45,1.5,2000,10.1,2.08,0.0,0.0,Autumn,0,1
6851,2018-09-12,1017,11,24.8,44,2.1,1955,11.7,2.55,0.0,0.0,Autumn,0,1
6852,2018-09-12,1165,12,26.3,44,1.2,1966,13.0,2.91,0.0,0.0,Autumn,0,1
6853,2018-09-12,1066,13,26.8,45,1.8,1984,13.8,2.6,0.0,0.0,Autumn,0,1
6854,2018-09-12,1087,14,26.9,45,1.6,2000,13.9,2.27,0.0,0.0,Autumn,0,1
6855,2018-09-12,1251,15,27.7,41,1.6,1969,13.2,1.98,0.0,0.0,Autumn,0,1
6856,2018-09-12,1494,16,27.8,42,1.7,1974,13.7,1.98,0.0,0.0,Autumn,0,1
6857,2018-09-12,2129,17,27.8,41,1.9,1999,13.3,1.27,0.0,0.0,Autumn,0,1
6858,2018-09-12,3256,18,27.0,44,1.4,2000,13.6,0.62,0.0,0.0,Autumn,0,1
6859,2018-09-12,2443,19,25.4,50,0.6,2000,14.2,0.07,0.0,0.0,Autumn,0,1
6860,2018-09-12,2146,20,24.0,56,0.5,1890,14.6,0.0,0.0,0.0,Autumn,0,1
6861,2018-09-12,2012,21,23.2,57,1.1,2000,14.2,0.0,0.0,0.0,Autumn,0,1
6862,2018-09-12,1824,22,22.6,60,1.0,2000,14.4,0.0,0.0,0.0,Autumn,0,1
6863,2018-09-12,1309,23,22.2,62,0.8,2000,14.5,0.0,0.0,0.0,Autumn,0,1
6864,2018-09-13,968,0,21.9,62,1.0,1822,14.2,0.0,0.0,0.0,Autumn,0,1
6865,2018-09-13,736,1,21.5,65,1.0,2000,14.6,0.0,0.0,0.0,Autumn,0,1
6866,2018-09-13,437,2,21.2,66,0.8,2000,14.5,0.0,0.0,0.0,Autumn,0,1
6867,2018-09-13,304,3,20.9,68,1.7,2000,14.7,0.0,0.0,0.0,Autumn,0,1
6868,2018-09-13,240,4,20.7,69,1.3,2000,14.8,0.0,0.0,0.0,Autumn,0,1
6869,2018-09-13,248,5,20.5,70,1.2,2000,14.8,0.0,0.0,0.0,Autumn,0,1
6870,2018-09-13,655,6,20.3,71,1.6,2000,14.8,0.0,0.0,0.0,Autumn,0,1
6871,2018-09-13,1448,7,20.5,69,1.4,2000,14.6,0.03,0.0,0.0,Autumn,0,1
6872,2018-09-13,2329,8,20.9,68,1.3,2000,14.7,0.18,0.0,0.0,Autumn,0,1
6873,2018-09-13,1322,9,21.8,64,1.6,2000,14.6,0.52,0.0,0.0,Autumn,0,1
6874,2018-09-13,915,10,22.7,61,0.9,2000,14.7,0.82,0.0,0.0,Autumn,0,1
6875,2018-09-13,972,11,23.5,61,1.2,2000,15.5,0.95,0.0,0.0,Autumn,0,1
6876,2018-09-13,1119,12,24.3,59,1.5,2000,15.7,1.12,0.0,0.0,Autumn,0,1
6877,2018-09-13,1014,13,25.1,56,2.0,1964,15.6,1.41,0.0,0.0,Autumn,0,1
6878,2018-09-13,1097,14,27.2,49,1.5,1945,15.5,2.54,0.0,0.0,Autumn,0,1
6879,2018-09-13,1200,15,27.8,49,1.4,1963,16.1,1.97,0.0,0.0,Autumn,0,1
6880,2018-09-13,1436,16,28.2,48,1.4,1995,16.1,1.7,0.0,0.0,Autumn,0,1
6881,2018-09-13,2021,17,27.9,51,1.4,2000,16.8,1.19,0.0,0.0,Autumn,0,1
6882,2018-09-13,3146,18,26.7,56,1.8,2000,17.1,0.47,0.0,0.0,Autumn,0,1
6883,2018-09-13,2365,19,25.4,61,0.6,2000,17.3,0.03,0.0,0.0,Autumn,0,1
6884,2018-09-13,2003,20,24.6,62,0.9,2000,16.8,0.0,0.0,0.0,Autumn,0,1
6885,2018-09-13,2000,21,23.8,67,0.6,2000,17.2,0.0,0.0,0.0,Autumn,0,1
6886,2018-09-13,1713,22,22.8,70,1.0,2000,17.0,0.0,0.0,0.0,Autumn,0,1
6887,2018-09-13,1303,23,22.4,73,0.3,1980,17.3,0.0,0.0,0.0,Autumn,0,1
6888,2018-09-14,971,0,22.1,74,1.1,1962,17.2,0.0,0.0,0.0,Autumn,0,1
6889,2018-09-14,775,1,21.6,75,1.1,1671,16.9,0.0,0.0,0.0,Autumn,0,1
6890,2018-09-14,482,2,21.3,75,1.1,2000,16.6,0.0,0.0,0.0,Autumn,0,1
6891,2018-09-14,349,3,21.0,76,0.7,1995,16.6,0.0,0.0,0.0,Autumn,0,1
6892,2018-09-14,223,4,20.7,76,1.0,2000,16.3,0.0,0.0,0.0,Autumn,0,1
6893,2018-09-14,249,5,20.7,77,0.9,2000,16.5,0.0,0.0,0.0,Autumn,0,1
6894,2018-09-14,644,6,20.4,78,1.0,2000,16.4,0.0,0.0,0.0,Autumn,0,1
6895,2018-09-14,1456,7,20.5,76,1.3,2000,16.1,0.06,0.0,0.0,Autumn,0,1
6896,2018-09-14,2253,8,21.4,70,1.5,1986,15.6,0.38,0.0,0.0,Autumn,0,1
6897,2018-09-14,1201,9,22.3,69,1.3,2000,16.3,0.61,0.0,0.0,Autumn,0,1
6898,2018-09-14,936,10,23.3,65,1.4,1996,16.3,0.76,0.0,0.0,Autumn,0,1
6899,2018-09-14,982,11,24.0,64,1.3,2000,16.7,0.95,0.0,0.0,Autumn,0,1
6900,2018-09-14,1088,12,25.3,56,1.2,1960,15.8,1.35,0.0,0.0,Autumn,0,1
6901,2018-09-14,1155,13,26.4,57,1.2,2000,17.1,1.8,0.0,0.0,Autumn,0,1
6902,2018-09-14,1199,14,26.3,58,1.5,1986,17.3,1.37,0.0,0.0,Autumn,0,1
6903,2018-09-14,1347,15,26.6,55,1.8,2000,16.8,1.1,0.0,0.0,Autumn,0,1
6904,2018-09-14,1503,16,26.3,57,1.6,2000,17.0,0.72,0.0,0.0,Autumn,0,1
6905,2018-09-14,2059,17,25.9,56,1.7,2000,16.4,0.42,0.0,0.0,Autumn,0,1
6906,2018-09-14,2826,18,25.7,57,1.5,2000,16.5,0.24,0.0,0.0,Autumn,0,1
6907,2018-09-14,1996,19,25.3,60,1.2,2000,16.9,0.04,0.0,0.0,Autumn,0,1
6908,2018-09-14,1869,20,25.0,61,1.1,2000,16.9,0.0,0.0,0.0,Autumn,0,1
6909,2018-09-14,1259,21,24.7,61,1.6,2000,16.6,0.0,0.0,0.0,Autumn,0,1
6910,2018-09-14,567,22,24.0,73,2.1,1541,18.8,0.0,0.0,0.0,Autumn,0,1
6911,2018-09-14,810,23,22.3,87,1.1,1810,20.0,0.0,0.5,0.0,Autumn,0,1
6912,2018-09-15,906,0,21.8,83,1.5,2000,18.7,0.0,0.0,0.0,Autumn,0,1
6913,2018-09-15,881,1,21.8,79,1.4,2000,17.9,0.0,0.0,0.0,Autumn,0,1
6914,2018-09-15,580,2,21.7,78,1.0,2000,17.6,0.0,0.0,0.0,Autumn,0,1
6915,2018-09-15,302,3,21.6,80,1.2,2000,17.9,0.0,0.0,0.0,Autumn,0,1
6916,2018-09-15,234,4,21.2,83,0.6,2000,18.1,0.0,0.1,0.0,Autumn,0,1
6917,2018-09-15,169,5,21.1,82,0.8,2000,17.8,0.0,0.0,0.0,Autumn,0,1
6918,2018-09-15,272,6,21.0,84,0.9,2000,18.1,0.0,0.1,0.0,Autumn,0,1
6919,2018-09-15,453,7,21.2,84,0.3,2000,18.3,0.05,0.0,0.0,Autumn,0,1
6920,2018-09-15,829,8,21.7,78,0.3,2000,17.6,0.21,0.0,0.0,Autumn,0,1
6921,2018-09-15,934,9,22.7,72,1.2,2000,17.3,0.59,0.0,0.0,Autumn,0,1
6922,2018-09-15,1017,10,24.4,65,1.6,1972,17.3,1.42,0.0,0.0,Autumn,0,1
6923,2018-09-15,1212,11,25.2,64,1.2,1938,17.8,1.31,0.0,0.0,Autumn,0,1
6924,2018-09-15,1284,12,25.4,63,0.9,2000,17.8,1.01,0.0,0.0,Autumn,0,1
6925,2018-09-15,1465,13,25.8,65,1.0,1996,18.7,1.12,0.0,0.0,Autumn,0,1
6926,2018-09-15,1474,14,25.7,67,1.2,2000,19.1,0.9,0.0,0.0,Autumn,0,1
6927,2018-09-15,1077,15,25.2,71,0.2,2000,19.5,0.41,0.0,0.0,Autumn,0,1
6928,2018-09-15,1273,16,24.4,74,0.6,1996,19.4,0.13,0.0,0.0,Autumn,0,1
6929,2018-09-15,1474,17,24.4,75,0.6,2000,19.6,0.17,0.0,0.0,Autumn,0,1
6930,2018-09-15,1566,18,24.2,76,1.2,2000,19.6,0.12,0.0,0.0,Autumn,0,1
6931,2018-09-15,1578,19,23.8,78,2.2,1991,19.7,0.0,0.0,0.0,Autumn,0,1
6932,2018-09-15,1613,20,23.5,80,1.7,1621,19.8,0.0,0.0,0.0,Autumn,0,1
6933,2018-09-15,1710,21,23.3,80,0.7,1877,19.6,0.0,0.0,0.0,Autumn,0,1
